# H- single-photon single-electron photodetachment cross section
# McLaughlin, Stancil, Sadeghour, and Forrey, JPB, (2017)
# 
# Photon energy (eV)         Cross section (Mb)
  0.86032799999999998        11.635055101360230     
  0.86168800000000001        11.801772696836519     
  0.86304899999999996        11.968200679451879     
  0.86440899999999998        12.134141525985278     
  0.86577000000000004        12.299595529824469     
  0.86713099999999999        12.464661067967048     
  0.86849100000000001        12.629239343678471     
  0.86985199999999996        12.793330662899082     
  0.87121199999999999        12.956934633739287     
  0.87257300000000004        13.120051570382264     
  0.87393299999999996        13.282582479313843     
  0.87529400000000002        13.444626273162729     
  0.87665499999999996        13.606182731131494     
  0.87801499999999999        13.767153025327787     
  0.87937600000000005        13.927636085917504     
  0.88073599999999996        14.087532891595540     
  0.88209700000000002        14.246942384071824     
  0.88345700000000005        14.405666924310029     
  0.88481799999999999        14.564002677254681     
  0.88617900000000005        14.721653583787939     
  0.88753899999999997        14.878816617120128     
  0.88890000000000002        15.035393524578035     
  0.89026000000000005        15.191383857621059     
  0.89162100000000000        15.346886597429407     
  0.89298100000000002        15.501802674489523     
  0.89434199999999997        15.656132459681848     
  0.89570300000000003        15.809974325711673     
  0.89706300000000005        15.963328020718377     
  0.89842400000000000        16.115996678479583     
  0.89978400000000003        16.268177078380930     
  0.90114499999999997        16.419869614723869     
  0.90250500000000000        16.571073814112601     
  0.90386599999999995        16.721592810177441     
  0.90522700000000000        16.871722242894602     
  0.90658700000000003        17.021363217472128     
  0.90794799999999998        17.170417506395925     
  0.90930800000000001        17.318983255896320     
  0.91066899999999995        17.466962241696244     
  0.91202899999999998        17.614551251828129     
  0.91339000000000004        17.761652070459618     
  0.91475099999999998        17.908264430722241     
  0.91611100000000001        18.054289409765680     
  0.91747199999999995        18.199924740336400     
  0.91883199999999998        18.345071263554551     
  0.92019300000000004        18.489729420825345     
  0.92155299999999996        18.633898695340250     
  0.92291400000000001        18.777678193393765     
  0.92427400000000004        18.920870077001563     
  0.92563499999999999        19.063672118998987     
  0.92699600000000004        19.205985381027293     
  0.92835599999999996        19.347809577431502     
  0.92971700000000002        19.489243838709644     
  0.93107700000000004        19.630188964136430     
  0.93243799999999999        19.770645423034683     
  0.93379800000000002        19.910612672859386     
  0.93515899999999996        20.050189863043155     
  0.93652000000000002        20.189179357686751     
  0.93788000000000005        20.327778211889012     
  0.93924099999999999        20.465888235604645     
  0.94060100000000002        20.603607553699998     
  0.94196199999999997        20.740739295728780     
  0.94332199999999999        20.877381579544075     
  0.94468300000000005        21.013633586821626     
  0.94604400000000000        21.149297648601355     
  0.94740400000000002        21.284570835194945     
  0.94876499999999997        21.419256273127445     
  0.95012500000000000        21.553452075896256     
  0.95148600000000005        21.687158752886624     
  0.95284599999999997        21.820277028408135     
  0.95420700000000003        21.953004808198632     
  0.95556799999999997        22.085045691255392     
  0.95692800000000000        22.216695459685479     
  0.95828899999999995        22.347757235116312     
  0.95964899999999997        22.478230420941941     
  0.96101000000000003        22.608115540031594     
  0.96236999999999995        22.737510699172002     
  0.96373100000000000        22.866317721596864     
  0.96509199999999995        22.994536287264570     
  0.96645199999999998        23.122067358333652     
  0.96781300000000003        23.249108894883562     
  0.96917299999999995        23.375561572717029     
  0.97053400000000001        23.501327214136140     
  0.97189400000000004        23.626503916763205     
  0.97325499999999998        23.751092225835475     
  0.97461600000000004        23.874993090731198     
  0.97597599999999995        23.998206174571759     
  0.97733700000000001        24.120830751093720     
  0.97869700000000004        24.242767464430596     
  0.98005799999999998        24.364115596224615     
  0.98141800000000001        24.484677051880656     
  0.98277899999999996        24.604649848888187     
  0.98414000000000001        24.723836183537536     
  0.98550000000000004        24.842433179916309     
  0.98686099999999999        24.960243930284921     
  0.98822100000000002        25.077366522515550     
  0.98958199999999996        25.193801524012589     
  0.99094199999999999        25.309449541491336     
  0.99230300000000005        25.424508630465418     
  0.99366399999999999        25.538682211968343     
  0.99502400000000002        25.652266169643248     
  0.99638499999999997        25.764964838326318     
  0.99774499999999999        25.877073801349368     
  0.99910600000000005        25.988297387815102     
   1.0004700000000000        26.098833685354087     
   1.0018300000000000        26.208680464886282     
   1.0031900000000000        26.317641420875194     
   1.0045500000000001        26.425914022211245     
   1.0059100000000001        26.533498229683932     
   1.0072700000000001        26.640196479926043     
   1.0086299999999999        26.746206251813970     
   1.0099899999999999        26.851428741146663     
   1.0113500000000000        26.955863904374954     
   1.0127100000000000        27.059610466585930     
   1.0140700000000000        27.162569619134075     
   1.0154300000000001        27.264741318821468     
   1.0167900000000001        27.366125522568343     
   1.0181500000000001        27.466820962278881     
   1.0195099999999999        27.566630046957499     
   1.0208699999999999        27.665849063215155     
   1.0222400000000000        27.764184898320352     
   1.0236000000000001        27.861828556052046     
   1.0249600000000001        27.958783250760504     
   1.0263199999999999        28.054950160541729     
   1.0276799999999999        28.150329243224153     
   1.0290400000000000        28.245019244227368     
   1.0304000000000000        28.339020126303467     
   1.0317600000000000        28.432233061697822     
   1.0331200000000000        28.524756800846387     
   1.0344800000000001        28.616591306806868     
   1.0358400000000001        28.707637747450157     
   1.0371999999999999        28.797994878206076     
   1.0385599999999999        28.887761460828713     
   1.0399200000000000        28.976739863536835     
   1.0412800000000000        29.065028846725831     
   1.0426400000000000        29.152727177089954     
   1.0440100000000001        29.239640574697130     
   1.0453699999999999        29.325959894831282     
   1.0467299999999999        29.411688461299182     
   1.0480900000000000        29.496727433522793     
   1.0494500000000000        29.581076775619074     
   1.0508100000000000        29.664835264097377     
   1.0521700000000000        29.747904054032080     
   1.0535300000000001        29.830381925179424     
   1.0548900000000001        29.912367663507776     
   1.0562499999999999        29.993663605914652     
   1.0576099999999999        30.074368537000360     
   1.0589700000000000        30.154482426082073     
   1.0603300000000000        30.234005242556922     
   1.0616900000000000        30.312936955901705     
   1.0630500000000001        30.391376361703507     
   1.0644100000000001        30.469224606598800     
   1.0657700000000001        30.546580489357048     
   1.0671299999999999        30.623345153727723     
   1.0684899999999999        30.699617401653761     
   1.0698600000000000        30.775400659511519     
   1.0712200000000001        30.850589166940580     
   1.0725800000000001        30.925384015049087     
   1.0739399999999999        30.999587506773572     
   1.0752999999999999        31.073298451954873     
   1.0766600000000000        31.146615666506602     
   1.0780200000000000        31.219440287163973     
   1.0793800000000000        31.291772288845078     
   1.0807400000000000        31.363611646532036     
   1.0821000000000001        31.435057182367530     
   1.0834600000000001        31.506010027343869     
   1.0848199999999999        31.576470156628133     
   1.0861799999999999        31.646536397011232     
   1.0875400000000000        31.716307581284166     
   1.0889000000000000        31.785487130108589     
   1.0902600000000000        31.854371582468620     
   1.0916300000000001        31.922865574430716     
   1.0929899999999999        31.990962070630847     
   1.0943499999999999        32.058565696670968     
   1.0957100000000000        32.125874152029908     
   1.0970700000000000        32.192788557834263     
   1.0984300000000000        32.259308894235765     
   1.0997900000000000        32.325435141435896     
   1.1011500000000001        32.391266147485020     
   1.1025100000000001        32.456604158549361     
   1.1038699999999999        32.521745762764311     
   1.1052299999999999        32.586394332731921     
   1.1065900000000000        32.650747591804162     
   1.1079500000000000        32.714805524843520     
   1.1093100000000000        32.778469240191093     
   1.1106700000000000        32.841837596436349     
   1.1120300000000001        32.904811699094964     
   1.1133900000000001        32.967490409749239     
   1.1147499999999999        33.029774831095786     
   1.1161099999999999        33.091862711512512     
   1.1174700000000000        33.153457384707330     
   1.1188400000000001        33.214859049727977     
   1.1202000000000001        33.275961685316346     
   1.1215599999999999        33.336669947313354     
   1.1229199999999999        33.397082707718795     
   1.1242799999999999        33.457101059393871     
   1.1256400000000000        33.516922771196789     
   1.1270000000000000        33.576448937496771     
   1.1283600000000000        33.635580646963454     
   1.1297200000000001        33.694416778971089     
   1.1310800000000001        33.752957319029321     
   1.1324399999999999        33.811202252682953     
   1.1337999999999999        33.869151565511856     
   1.1351599999999999        33.926706339235942     
   1.1365200000000000        33.984064365873309     
   1.1378800000000000        34.041027821900670     
   1.1392500000000001        34.097798096710001     
   1.1406099999999999        34.154170179576631     
   1.1419699999999999        34.210246552965181     
   1.1433300000000000        34.266027202701991     
   1.1446900000000000        34.321413200829618     
   1.1460500000000000        34.376602359468080     
   1.1474100000000000        34.431396835503598     
   1.1487700000000001        34.485994446760934     
   1.1501300000000001        34.540197344562223     
   1.1514899999999999        34.594005510726866     
   1.1528499999999999        34.647517849366565     
   1.1542100000000000        34.700833270234064     
   1.1555700000000000        34.753852838612829     
   1.1569300000000000        34.806477614224143     
   1.1582900000000000        34.858806506918860     
   1.1596500000000001        34.910740573700416     
   1.1610100000000001        34.962477657905858     
   1.1623699999999999        35.013819885984034     
   1.1637299999999999        35.064866173501613     
   1.1650900000000000        35.115517572039280     
   1.1664600000000001        35.165975553913590     
   1.1678200000000001        35.216035000074690     
   1.1691800000000001        35.265699509594313     
   1.1705399999999999        35.315068005158558     
   1.1718999999999999        35.364140473302598     
   1.1732600000000000        35.412916900592776     
   1.1746200000000000        35.461298329167491     
   1.1759800000000000        35.509284741533286     
   1.1773400000000001        35.556975067442210     
   1.1787000000000001        35.604369293593528     
   1.1800600000000001        35.651368456771699     
   1.1814199999999999        35.698071490946937     
   1.1827799999999999        35.744379430235327     
   1.1841400000000000        35.790391211412292     
   1.1855000000000000        35.836007865931215     
   1.1868600000000000        35.881328333365964     
   1.1882299999999999        35.926257270740507     
   1.1895899999999999        35.970787404822758     
   1.1909500000000000        36.015021307226924     
   1.1923100000000000        36.058860002766885     
   1.1936700000000000        36.102402437995764     
   1.1950300000000000        36.145549635084492     
   1.1963900000000001        36.188400543361283     
   1.1977500000000001        36.230757214744877     
   1.1991099999999999        36.272916535213966     
   1.2004699999999999        36.314680555404742     
   1.2018300000000000        36.355950286868847     
   1.2031900000000000        36.397022627809484     
   1.2045500000000000        36.437600646546237     
   1.2059100000000000        36.477882273728667     
   1.2072700000000001        36.517867496727476     
   1.2086300000000001        36.557457324586835     
   1.2099899999999999        36.596651740726223     
   1.2113499999999999        36.635450728601903     
   1.2127100000000000        36.673953254064180     
   1.2140800000000000        36.712063949592853     
   1.2154400000000001        36.749775541121743     
   1.2168000000000001        36.787190627549052     
   1.2181599999999999        36.824210208805617     
   1.2195199999999999        36.860933257565797     
   1.2208800000000000        36.897260771169655     
   1.2222400000000000        36.933192733349692     
   1.2236000000000000        36.968828120850631     
   1.2249600000000000        37.004067927138649     
   1.2263200000000001        37.038912136048324     
   1.2276800000000001        37.073459728380541     
   1.2290399999999999        37.107611693739635     
   1.2303999999999999        37.141467015621373     
   1.2317600000000000        37.174926681060697     
   1.2331200000000000        37.208089676242075     
   1.2344800000000000        37.240856985636363     
   1.2358499999999999        37.273232212523347     
   1.2372099999999999        37.305307107815366     
   1.2385699999999999        37.337085279617199     
   1.2399300000000000        37.368467707277922     
   1.2412900000000000        37.399553385020759     
   1.2426500000000000        37.430243289646498     
   1.2440100000000001        37.460636418042498     
   1.2453700000000001        37.490732758394607     
   1.2467299999999999        37.520433283688874     
   1.2480899999999999        37.549836994795434     
   1.2494499999999999        37.578943879979491     
   1.2508100000000000        37.607654908424060     
   1.2521700000000000        37.636069084968547     
   1.2535300000000000        37.664186397956669     
   1.2548900000000001        37.692006835756729     
   1.2562500000000001        37.719431362497723     
   1.2576099999999999        37.746558988289223     
   1.2589699999999999        37.773389701576924     
   1.2603300000000000        37.799923490830750     
   1.2617000000000000        37.826163942196736     
   1.2630600000000001        37.852103847479810     
   1.2644200000000001        37.877746794258208     
   1.2657799999999999        37.903092771098038     
   1.2671399999999999        37.928141766589192     
   1.2685000000000000        37.952794733549645     
   1.2698600000000000        37.977249730934588     
   1.2712200000000000        38.001506751225328     
   1.2725800000000000        38.025367707694365     
   1.2739400000000001        38.048931626118616     
   1.2753000000000001        38.072297537378788     
   1.2766599999999999        38.095366390613087     
   1.2780199999999999        38.118138174594961     
   1.2793800000000000        38.140612878120969     
   1.2807400000000000        38.162889537219399     
   1.2821000000000000        38.184869096046903     
   1.2834700000000001        38.206654165398852     
   1.2848299999999999        38.228039489766338     
   1.2861899999999999        38.249325785001872     
   1.2875500000000000        38.270215887035739     
   1.2889100000000000        38.291006945348542     
   1.2902700000000000        38.311500844391190     
   1.2916300000000001        38.331697573148944     
   1.2929900000000001        38.351696179153116     
   1.2943499999999999        38.371397595409114     
   1.2957099999999999        38.390900871986887     
   1.2970699999999999        38.410206001697915     
   1.2984300000000000        38.429312977367985     
   1.2997900000000000        38.448122727078051     
   1.3011500000000000        38.466734305955079     
   1.3025100000000001        38.485147706871352     
   1.3038700000000001        38.503263854228393     
   1.3052299999999999        38.521280876657030     
   1.3065899999999999        38.539000628865139     
   1.3079499999999999        38.556522172269865     
   1.3093200000000000        38.573948108591942     
   1.3106800000000001        38.591073212375967     
   1.3120400000000001        38.607901010310492     
   1.3133999999999999        38.624629645973471     
   1.3147599999999999        38.641160037688238     
   1.3161200000000000        38.657492178469823     
   1.3174800000000000        38.673626061346894     
   1.3188400000000000        38.689561679361688     
   1.3202000000000000        38.705299025570007     
   1.3215600000000001        38.720937177547988     
   1.3229200000000001        38.736277960587643     
   1.3242799999999999        38.751519538019323     
   1.3256399999999999        38.766463730269898     
   1.3270000000000000        38.781308705583378     
   1.3283600000000000        38.795955370140582     
   1.3297200000000000        38.810502808913320     
   1.3310900000000001        38.824855425804394     
   1.3324499999999999        38.838907117141119     
   1.3338099999999999        38.852958661323768     
   1.3351700000000000        38.866712768752002     
   1.3365300000000000        38.880367624799035     
   1.3378900000000000        38.893824127203722     
   1.3392500000000001        38.907082269195989     
   1.3406100000000001        38.920340247069312     
   1.3419700000000001        38.933300753120861     
   1.3433299999999999        38.946062880933873     
   1.3446899999999999        38.958725728925231     
   1.3460500000000000        38.971289293992029     
   1.3474100000000000        38.983555357952184     
   1.3487700000000000        38.995821236741477     
   1.3501300000000001        39.007789601054206     
   1.3514900000000001        39.019757774043129     
   1.3528500000000001        39.031527531563320     
   1.3542099999999999        39.043098866966766     
   1.3555699999999999        39.054471773617976     
   1.3569400000000000        39.065748815573535     
   1.3583000000000001        39.076923077798163     
   1.3596600000000001        39.087898896186253     
   1.3610199999999999        39.098775383640607     
   1.3623799999999999        39.109453416460966     
   1.3637400000000000        39.120032109945981     
   1.3651000000000000        39.130412338037019     
   1.3664600000000000        39.140693218423820     
   1.3678200000000000        39.150775622693928     
   1.3691800000000001        39.160758670923343     
   1.3705400000000001        39.170642360137244     
   1.3718999999999999        39.180327558399242     
   1.3732599999999999        39.189913389354139     
   1.3746200000000000        39.199300718723109     
   1.3759800000000000        39.208489540026214     
   1.3773400000000000        39.217678114144199     
   1.3787100000000001        39.226671586187209     
   1.3800699999999999        39.235463118666637     
   1.3814299999999999        39.244155259151775     
   1.3827900000000000        39.252748004727188     
   1.3841500000000000        39.261142212940619     
   1.3855100000000000        39.269437018091686     
   1.3868700000000000        39.277533275405858     
   1.3882300000000001        39.285530121536134     
   1.3895900000000001        39.293427553598569     
   1.3909499999999999        39.301126423341856     
   1.3923099999999999        39.308725870938645     
   1.3936700000000000        39.316126745826438     
   1.3950300000000000        39.323428190519707     
   1.3963900000000000        39.330531052149126     
   1.3977500000000000        39.337633626741052     
   1.3991100000000001        39.344438457931581     
   1.4004700000000001        39.351143842921545     
   1.4018299999999999        39.357749778883722     
   1.4031899999999999        39.364256262995617     
   1.4045600000000000        39.370468342208653     
   1.4059200000000001        39.376676751043512     
   1.4072800000000001        39.382686538027116     
   1.4086399999999999        39.388596857319946     
   1.4099999999999999        39.394308544572141     
   1.4113599999999999        39.399920756258787     
   1.4127200000000000        39.405433489599879     
   1.4140800000000000        39.410648411828632     
   1.4154400000000000        39.415863011729506     
   1.4168000000000001        39.420878955406323     
   1.4181600000000001        39.425795405099571     
   1.4195199999999999        39.430513188493634     
   1.4208799999999999        39.435131470128020     
   1.4222399999999999        39.439551075421242     
   1.4236000000000000        39.443871171207384     
   1.4249600000000000        39.448091754760163     
   1.4263300000000001        39.452116967302679     
   1.4276899999999999        39.455940161480001     
   1.4290499999999999        39.459663830737000     
   1.4304100000000000        39.463287972371418     
   1.4317700000000000        39.466713403894403     
   1.4331300000000000        39.470039300143462     
   1.4344900000000000        39.473166476382765     
   1.4358500000000001        39.476293292902504     
   1.4372100000000001        39.479122197495350     
   1.4385699999999999        39.481851551594275     
   1.4399299999999999        39.484382165981906     
   1.4412900000000000        39.486813222307688     
   1.4426500000000000        39.489144717920816     
   1.4440100000000000        39.491277460251986     
   1.4453700000000000        39.493310634340574     
   1.4467300000000001        39.495145045388831     
   1.4480900000000001        39.496879880691786     
   1.4494499999999999        39.498515137625901     
   1.4508099999999999        39.499951618056876     
   1.4521800000000000        39.501291776829774     
   1.4535400000000001        39.502231486774420     
   1.4549000000000001        39.503170797856754     
   1.4562600000000001        39.504010510844743     
   1.4576199999999999        39.504750623148816     
   1.4589799999999999        39.505291929983954     
   1.4603400000000000        39.505733628749965     
   1.4617000000000000        39.505976512455682     
   1.4630600000000000        39.506119780733393     
   1.4644200000000001        39.506262637649940     
   1.4657800000000001        39.506107460755864     
   1.4671400000000001        39.505753449707655     
   1.4684999999999999        39.505399018532437     
   1.4698599999999999        39.504845745906415     
   1.4712200000000000        39.504093625986073     
   1.4725800000000000        39.503241866183309     
   1.4739500000000001        39.502293680017750     
   1.4753099999999999        39.501143414373800     
   1.4766699999999999        39.499992715630697     
   1.4780300000000000        39.498643149277420     
   1.4793900000000000        39.497094709517917     
   1.4807500000000000        39.495446610398616     
   1.4821100000000000        39.493698849422231     
   1.4834700000000001        39.491752202077421     
   1.4848300000000001        39.489705885710187     
   1.4861899999999999        39.487559897837606     
   1.4875499999999999        39.485215010692436     
   1.4889100000000000        39.482770444911161     
   1.4902700000000000        39.480226198025107     
   1.4916300000000000        39.477483039019866     
   1.4929900000000000        39.474739421448014     
   1.4943500000000001        39.471796884669907     
   1.4957100000000001        39.468754654784178     
   1.4970699999999999        39.465513496459366     
   1.4984299999999999        39.462271871939386     
   1.4998000000000000        39.458834469074596     
   1.5011600000000000        39.455194964763379     
   1.5025200000000001        39.451554988043341     
   1.5038800000000001        39.447716063145720     
   1.5052399999999999        39.443876663149759     
   1.5065999999999999        39.439838307984296     
   1.5079600000000000        39.435700233526141     
   1.5093200000000000        39.431462437366726     
   1.5106800000000000        39.427124917101047     
   1.5120400000000001        39.422588425594412     
   1.5134000000000001        39.417952203040826     
   1.5147600000000001        39.413315493922617     
   1.5161199999999999        39.408479803173158     
   1.5174799999999999        39.403544374212117     
   1.5188400000000000        39.398509204658616     
   1.5202000000000000        39.393374292135356     
   1.5215700000000001        39.388142740660243     
   1.5229299999999999        39.382808331885037     
   1.5242899999999999        39.377374173026901     
   1.5256500000000000        39.371840261722461     
   1.5270100000000000        39.366206595611828     
   1.5283700000000000        39.360473172338558     
   1.5297300000000000        39.354639989549682     
   1.5310900000000001        39.348707044895633     
   1.5324500000000001        39.342674336030313     
   1.5338099999999999        39.336541860611014     
   1.5351699999999999        39.330309616298464     
   1.5365300000000000        39.324076864626583     
   1.5378900000000000        39.317645076577186     
   1.5392500000000000        39.311113512636148     
   1.5406100000000000        39.304680704535009     
   1.5419700000000001        39.298048852018916     
   1.5433300000000001        39.291317218742719     
   1.5446899999999999        39.284485802388069     
   1.5460499999999999        39.277554600639952     
   1.5474100000000000        39.270622883461648     
   1.5487800000000000        39.263495147200118     
   1.5501400000000001        39.256363847606579     
   1.5515000000000001        39.249232030898845     
   1.5528599999999999        39.241901144980609     
   1.5542199999999999        39.234569739435109     
   1.5555800000000000        39.227138536545652     
   1.5569400000000000        39.219607534018330     
   1.5583000000000000        39.212175290821641     
   1.5596600000000000        39.204543965897543     
   1.5610200000000001        39.196812836548617     
   1.5623800000000001        39.189081184236201     
   1.5637399999999999        39.181249725008549     
   1.5650999999999999        39.173318456585982     
   1.5664600000000000        39.165386663544190     
   1.5678200000000000        39.157355058825907     
   1.5691900000000001        39.149325922936846     
   1.5705499999999999        39.141193975820727     
   1.5719099999999999        39.132962212279757     
   1.5732699999999999        39.124729922069022     
   1.5746300000000000        39.116397812964657     
   1.5759900000000000        39.108164470862555     
   1.5773500000000000        39.099732014351069     
   1.5787100000000001        39.091299030355898     
   1.5800700000000001        39.082766222540805     
   1.5814299999999999        39.074232886836299     
   1.5827899999999999        39.065599724855190     
   1.5841499999999999        39.056966034579482     
   1.5855100000000000        39.048232515574526     
   1.5868700000000000        39.039498467870288     
   1.5882300000000000        39.030763892285712     
   1.5895900000000001        39.021929485320143     
   1.5909500000000001        39.012995244731144     
   1.5923099999999999        39.004159780989177     
   1.5936699999999999        38.995224483217875     
   1.5950299999999999        38.986189349179071     
   1.5964000000000000        38.977156615930269     
   1.5977600000000001        38.968120421335350     
   1.5991200000000001        38.958984387830149     
   1.6004799999999999        38.949847825637718     
   1.6018399999999999        38.940710735567201     
   1.6032000000000000        38.931473803948258     
   1.6045600000000000        38.922137028554360     
   1.6059200000000000        38.912899040157669     
   1.6072800000000000        38.903561207577795     
   1.6086400000000001        38.894222847107159     
   1.6100000000000001        38.884784640026282     
   1.6113599999999999        38.875445225172946     
   1.6127199999999999        38.866005963297276     
   1.6140800000000000        38.856566174720157     
   1.6154400000000000        38.847026536696511     
   1.6168100000000001        38.837489254093683     
   1.6181700000000001        38.827948559505330     
   1.6195299999999999        38.818308012840532     
   1.6208899999999999        38.808766267002873     
