#This is the official release of the standard system response (instrument +
#atmosphere) for DES DR1 release (also known as Y3A2 Gold). The system response
#is defined in steps of 5 Angstrom, for DES-grizY filter bandpasses, from 3800
#Angstrom to 11000 Angstrom. The system responses (g/r/i/z/Y columns) includes
#the total throughput of the system (instrument+atmosphere). If you want the
#system throughput *without* the atmosphere, divide g/r/i/z/Y column by the atm
#column.
#
#Instrument throughput is defined as focal plane average from DECal scan for
#in-band wavelengths, and is defined as zero for out-of-band wavelengths. The
#in-band wavelengths are defined as (in Angstrom):
#
#g: 3800 - 5650
#r: 5400 - 7350
#i: 6750 - 8700
#z: 8250 - 10150
#Y: 9300 - 10700
#
#Atmospheric throughput is computed using ModTran 4 with the following 
#atmospheric parameters:
#
#Barometric Pressure 778 mb
#Precipitable Water Vapor 3 mm
#Ozone 263 Dobson
#Aerosol Optical Depth 0.03
#Aerosol Optical Index 1
#Airmass 1.2
#(Atmospheric throughput alone is available in the atm column)
#
#LAMBDA i atm
8135.0 0.89667 0.91042
8140.0 0.89208 0.90594
8145.0 0.89056 0.90371
8150.0 0.88366 0.89604
8155.0 0.87536 0.88696
8160.0 0.86715 0.87797
8165.0 0.86420 0.87190
8170.0 0.87828 0.88298
8175.0 0.87830 0.88365
8180.0 0.86442 0.87035
8185.0 0.87285 0.88115
8190.0 0.87899 0.88970
8195.0 0.87829 0.89066
8200.0 0.87675 0.89076
8205.0 0.89393 0.90993
8210.0 0.90654 0.92450
8215.0 0.90370 0.92358
8220.0 0.89252 0.91412
8225.0 0.85949 0.88219
8230.0 0.81600 0.83936
8235.0 0.83352 0.85779
8240.0 0.87465 0.90055
8245.0 0.88949 0.91627
8250.0 0.89264 0.91995
8255.0 0.88976 0.91592
8260.0 0.88743 0.91246
8265.0 0.89799 0.92226
8270.0 0.90134 0.92463
8275.0 0.88519 0.90602
8280.0 0.87604 0.89466
8285.0 0.88457 0.90135
8290.0 0.88637 0.90118
8295.0 0.89122 0.90411
8300.0 0.90186 0.91288
8305.0 0.90873 0.91403
8310.0 0.92193 0.92148
8315.0 0.92258 0.92112
8320.0 0.91399 0.91153
8325.0 0.92088 0.91739
8330.0 0.93080 0.92626
8335.0 0.93033 0.92477
8340.0 0.93260 0.92601
8345.0 0.93716 0.93224
8350.0 0.93754 0.93433
8355.0 0.93500 0.93322
8360.0 0.93379 0.93343
8365.0 0.93361 0.93467
8370.0 0.93380 0.93629
8375.0 0.93287 0.93678
8380.0 0.93183 0.93718
8385.0 0.93231 0.93833
8390.0 0.93222 0.93891
8395.0 0.93032 0.93959
8400.0 0.92795 0.93980
8405.0 0.92771 0.93925
8410.0 0.92746 0.93871
8415.0 0.92861 0.93957
8420.0 0.92948 0.94016
8425.0 0.93048 0.94102
8430.0 0.93073 0.94114
8435.0 0.93300 0.94069
8440.0 0.93582 0.94080
8445.0 0.93653 0.94148
8450.0 0.93704 0.94197
8455.0 0.93756 0.94246
8460.0 0.93751 0.94238
8465.0 0.94124 0.94231
8470.0 0.94554 0.94280
8475.0 0.94937 0.94282
8480.0 0.95262 0.94227
8485.0 0.95498 0.94210
8490.0 0.95754 0.94212
8495.0 0.96028 0.94233
8500.0 0.96293 0.94244
8505.0 0.95534 0.94227
8510.0 0.94756 0.94191
8515.0 0.93987 0.94165
8520.0 0.93266 0.94185
8525.0 0.89956 0.94244
8530.0 0.86616 0.94274
8535.0 0.83249 0.94276
8540.0 0.79865 0.94259
8545.0 0.73196 0.94261
8550.0 0.66546 0.94291
8555.0 0.59886 0.94312
8560.0 0.53223 0.94332
8565.0 0.40074 0.94353
8570.0 0.26914 0.94355
8575.0 0.27020 0.94347
8580.0 0.27134 0.94368
8585.0 0.18950 0.94398
8590.0 0.10757 0.94400
8595.0 0.10735 0.94411
8600.0 0.10714 0.94441
8605.0 0.07299 0.94443
8610.0 0.03883 0.94435
8615.0 0.03892 0.94456
8620.0 0.03901 0.94458
8625.0 0.02657 0.94460
8630.0 0.01414 0.94481
8635.0 0.01432 0.94482
8640.0 0.01450 0.94484
8645.0 0.01021 0.94514
8650.0 0.00592 0.94516
8655.0 0.00583 0.94508
8660.0 0.00575 0.94529
8665.0 0.00423 0.94531
8670.0 0.00271 0.94533
8675.0 0.00247 0.94544
8680.0 0.00224 0.94546
8685.0 0.00200 0.94557
8690.0 0.00177 0.94578
8695.0 0.00089 0.94580
8700.0 0.00000 0.94581
8705.0 0.00000 0.94583
8710.0 0.00000 0.94594
8715.0 0.00000 0.94596
8720.0 0.00000 0.94598
8725.0 0.00000 0.94609
8730.0 0.00000 0.94611
8735.0 0.00000 0.94613
8740.0 0.00000 0.94633
8745.0 0.00000 0.94635
8750.0 0.00000 0.94637
8755.0 0.00000 0.94639
8760.0 0.00000 0.94640
8765.0 0.00000 0.94642
8770.0 0.00000 0.94644
8775.0 0.00000 0.94655
8780.0 0.00000 0.94647
8785.0 0.00000 0.94649
8790.0 0.00000 0.94661
8795.0 0.00000 0.94662
8800.0 0.00000 0.94664
8805.0 0.00000 0.94656
8810.0 0.00000 0.94649
8815.0 0.00000 0.94650
8820.0 0.00000 0.94643
8825.0 0.00000 0.94635
8830.0 0.00000 0.94655
8835.0 0.00000 0.94648
8840.0 0.00000 0.94668
8845.0 0.00000 0.94680
8850.0 0.00000 0.94672
8855.0 0.00000 0.94636
8860.0 0.00000 0.94552
8865.0 0.00000 0.94573
8870.0 0.00000 0.94622
8875.0 0.00000 0.94624
8880.0 0.00000 0.94549
8885.0 0.00000 0.94589
8890.0 0.00000 0.94695
8895.0 0.00000 0.94678
8900.0 0.00000 0.94604
8905.0 0.00000 0.94596
8910.0 0.00000 0.94635
8915.0 0.00000 0.94590
8920.0 0.00000 0.94468
8925.0 0.00000 0.94375
8930.0 0.00000 0.93931
8935.0 0.00000 0.93658
8940.0 0.00000 0.93764
8945.0 0.00000 0.93302
8950.0 0.00000 0.92347
8955.0 0.00000 0.91060
8960.0 0.00000 0.90144
8965.0 0.00000 0.88820
8970.0 0.00000 0.88292
8975.0 0.00000 0.89213
8980.0 0.00000 0.89746
8985.0 0.00000 0.86406
8990.0 0.00000 0.82186
8995.0 0.00000 0.84185
9000.0 0.00000 0.86932
9005.0 0.00000 0.86233
9010.0 0.00000 0.86688
9015.0 0.00000 0.87399
9020.0 0.00000 0.87087
9025.0 0.00000 0.86575
9030.0 0.00000 0.87751
9035.0 0.00000 0.90754
9040.0 0.00000 0.92613
9045.0 0.00000 0.92359
9050.0 0.00000 0.91962
9055.0 0.00000 0.91916
9060.0 0.00000 0.91586
9065.0 0.00000 0.89606
9070.0 0.00000 0.87333
9075.0 0.00000 0.86547
9080.0 0.00000 0.86417
9085.0 0.00000 0.86761
9090.0 0.00000 0.86885
9095.0 0.00000 0.87445
9100.0 0.00000 0.87825
9105.0 0.00000 0.87210
9110.0 0.00000 0.88340
9115.0 0.00000 0.88806
9120.0 0.00000 0.87868
9125.0 0.00000 0.89017
9130.0 0.00000 0.87027
9135.0 0.00000 0.84770
9140.0 0.00000 0.86555
9145.0 0.00000 0.89496
9150.0 0.00000 0.88729
9155.0 0.00000 0.84812
9160.0 0.00000 0.85894
9165.0 0.00000 0.89946
9170.0 0.00000 0.90223
9175.0 0.00000 0.87538
9180.0 0.00000 0.86419
9185.0 0.00000 0.88707
9190.0 0.00000 0.90910
9195.0 0.00000 0.91500
9200.0 0.00000 0.91444
9205.0 0.00000 0.92605
9210.0 0.00000 0.92615
9215.0 0.00000 0.91695
9220.0 0.00000 0.91611
9225.0 0.00000 0.92382
9230.0 0.00000 0.92374
9235.0 0.00000 0.92043
9240.0 0.00000 0.91627
9245.0 0.00000 0.91277
9250.0 0.00000 0.91212
9255.0 0.00000 0.91613
9260.0 0.00000 0.91919
9265.0 0.00000 0.92073
9270.0 0.00000 0.92474
9275.0 0.00000 0.90484
9280.0 0.00000 0.87670
9285.0 0.00000 0.87155
9290.0 0.00000 0.86263
9295.0 0.00000 0.84596
9300.0 0.00000 0.81158
9305.0 0.00000 0.77990
9310.0 0.00000 0.74918
9315.0 0.00000 0.71602
9320.0 0.00000 0.65345
9325.0 0.00000 0.63150
9330.0 0.00000 0.63830
9335.0 0.00000 0.62055
9340.0 0.00000 0.55290
9345.0 0.00000 0.52737
9350.0 0.00000 0.60200
9355.0 0.00000 0.62537
9360.0 0.00000 0.60280
9365.0 0.00000 0.61353
9370.0 0.00000 0.60059
9375.0 0.00000 0.63285
9380.0 0.00000 0.64285
9385.0 0.00000 0.65159
9390.0 0.00000 0.72971
9395.0 0.00000 0.81396
9400.0 0.00000 0.80565
9405.0 0.00000 0.76460
9410.0 0.00000 0.75913
9415.0 0.00000 0.78123
9420.0 0.00000 0.77439
9425.0 0.00000 0.70668
9430.0 0.00000 0.65604
9435.0 0.00000 0.69386
9440.0 0.00000 0.66116
9445.0 0.00000 0.63433
9450.0 0.00000 0.71042
9455.0 0.00000 0.72329
9460.0 0.00000 0.67984
9465.0 0.00000 0.69745
9470.0 0.00000 0.74200
9475.0 0.00000 0.73612
9480.0 0.00000 0.67795
9485.0 0.00000 0.70098
9490.0 0.00000 0.78461
9495.0 0.00000 0.73979
9500.0 0.00000 0.67787
9505.0 0.00000 0.72220
9510.0 0.00000 0.80369
9515.0 0.00000 0.79308
9520.0 0.00000 0.70417
9525.0 0.00000 0.68238
9530.0 0.00000 0.73282
9535.0 0.00000 0.76235
9540.0 0.00000 0.77005
9545.0 0.00000 0.75837
9550.0 0.00000 0.76418
9555.0 0.00000 0.75237
9560.0 0.00000 0.74017
9565.0 0.00000 0.74316
9570.0 0.00000 0.75136
9575.0 0.00000 0.80681
9580.0 0.00000 0.81266
9585.0 0.00000 0.78767
9590.0 0.00000 0.76636
9595.0 0.00000 0.75179
9600.0 0.00000 0.78055
9605.0 0.00000 0.80515
9610.0 0.00000 0.82261
9615.0 0.00000 0.84010
9620.0 0.00000 0.82242
9625.0 0.00000 0.79017
9630.0 0.00000 0.81775
9635.0 0.00000 0.84419
9640.0 0.00000 0.83438
9645.0 0.00000 0.83513
9650.0 0.00000 0.84988
9655.0 0.00000 0.87291
9660.0 0.00000 0.85844
9665.0 0.00000 0.82853
9670.0 0.00000 0.84234
9675.0 0.00000 0.89796
9680.0 0.00000 0.91664
9685.0 0.00000 0.90093
9690.0 0.00000 0.91209
9695.0 0.00000 0.92334
9700.0 0.00000 0.91525
9705.0 0.00000 0.91164
9710.0 0.00000 0.92109
9715.0 0.00000 0.91319
9720.0 0.00000 0.91034
9725.0 0.00000 0.90921
9730.0 0.00000 0.89960
9735.0 0.00000 0.89228
9740.0 0.00000 0.88972
9745.0 0.00000 0.88143
9750.0 0.00000 0.87439
9755.0 0.00000 0.87822
9760.0 0.00000 0.87556
9765.0 0.00000 0.88453
9770.0 0.00000 0.90714
9775.0 0.00000 0.91725
9780.0 0.00000 0.90954
9785.0 0.00000 0.90478
9790.0 0.00000 0.90422
9795.0 0.00000 0.90156
9800.0 0.00000 0.90682
9805.0 0.00000 0.91255
9810.0 0.00000 0.93260
9815.0 0.00000 0.93843
9820.0 0.00000 0.93501
9825.0 0.00000 0.92968
9830.0 0.00000 0.92835
9835.0 0.00000 0.93944
9840.0 0.00000 0.94632
9845.0 0.00000 0.94233
9850.0 0.00000 0.93776
9855.0 0.00000 0.94274
9860.0 0.00000 0.94972
9865.0 0.00000 0.95126
9870.0 0.00000 0.94927
9875.0 0.00000 0.94766
9880.0 0.00000 0.94958
9885.0 0.00000 0.95217
9890.0 0.00000 0.95285
9895.0 0.00000 0.95191
9900.0 0.00000 0.95069
9905.0 0.00000 0.95137
9910.0 0.00000 0.95243
9915.0 0.00000 0.95292
9920.0 0.00000 0.95332
9925.0 0.00000 0.95285
9930.0 0.00000 0.95191
9935.0 0.00000 0.95279
9940.0 0.00000 0.95404
9945.0 0.00000 0.95453
9950.0 0.00000 0.95474
9955.0 0.00000 0.95456
9960.0 0.00000 0.95467
9965.0 0.00000 0.95478
9970.0 0.00000 0.95470
9975.0 0.00000 0.95471
9980.0 0.00000 0.95463
9985.0 0.00000 0.95464
9990.0 0.00000 0.95456
9995.0 0.00000 0.95429
10000.0 0.00000 0.95439
10005.0 0.00000 0.95508
10010.0 0.00000 0.95499
10015.0 0.00000 0.95348
10020.0 0.00000 0.95187
10025.0 0.00000 0.95293
10030.0 0.00000 0.95457
10035.0 0.00000 0.95497
10040.0 0.00000 0.95441
10045.0 0.00000 0.95451
10050.0 0.00000 0.95481
10055.0 0.00000 0.95473
10060.0 0.00000 0.95503
10065.0 0.00000 0.95514
10070.0 0.00000 0.95525
10075.0 0.00000 0.95507
10080.0 0.00000 0.95470
10085.0 0.00000 0.95443
10090.0 0.00000 0.95349
10095.0 0.00000 0.95254
10100.0 0.00000 0.95342
10105.0 0.00000 0.95486
10110.0 0.00000 0.95564
10115.0 0.00000 0.95546
10120.0 0.00000 0.95500
10125.0 0.00000 0.95530
10130.0 0.00000 0.95579
10135.0 0.00000 0.95590
10140.0 0.00000 0.95582
10145.0 0.00000 0.95564
10150.0 0.00000 0.95575
10155.0 0.00000 0.95576
10160.0 0.00000 0.95577
10165.0 0.00000 0.95588
10170.0 0.00000 0.95561
10175.0 0.00000 0.95581
10180.0 0.00000 0.95630
10185.0 0.00000 0.95622
10190.0 0.00000 0.95528
10195.0 0.00000 0.95491
10200.0 0.00000 0.95578
10205.0 0.00000 0.95618
10210.0 0.00000 0.95628
10215.0 0.00000 0.95620
10220.0 0.00000 0.95602
10225.0 0.00000 0.95604
10230.0 0.00000 0.95567
10235.0 0.00000 0.95511
10240.0 0.00000 0.95474
10245.0 0.00000 0.95561
10250.0 0.00000 0.95629
10255.0 0.00000 0.95621
10260.0 0.00000 0.95632
10265.0 0.00000 0.95652
10270.0 0.00000 0.95634
10275.0 0.00000 0.95597
10280.0 0.00000 0.95618
10285.0 0.00000 0.95638
10290.0 0.00000 0.95630
10295.0 0.00000 0.95660
10300.0 0.00000 0.95680
10305.0 0.00000 0.95681
10310.0 0.00000 0.95673
10315.0 0.00000 0.95674
10320.0 0.00000 0.95685
10325.0 0.00000 0.95696
10330.0 0.00000 0.95697
10335.0 0.00000 0.95689
10340.0 0.00000 0.95700
10345.0 0.00000 0.95701
10350.0 0.00000 0.95702
10355.0 0.00000 0.95704
10360.0 0.00000 0.95695
10365.0 0.00000 0.95687
10370.0 0.00000 0.95688
10375.0 0.00000 0.95689
10380.0 0.00000 0.95700
10385.0 0.00000 0.95702
10390.0 0.00000 0.95693
10395.0 0.00000 0.95694
10400.0 0.00000 0.95696
10405.0 0.00000 0.95697
10410.0 0.00000 0.95698
10415.0 0.00000 0.95699
10420.0 0.00000 0.95691
10425.0 0.00000 0.95692
10430.0 0.00000 0.95693
10435.0 0.00000 0.95685
10440.0 0.00000 0.95696
10445.0 0.00000 0.95688
10450.0 0.00000 0.95679
10455.0 0.00000 0.95661
10460.0 0.00000 0.95653
10465.0 0.00000 0.95645
10470.0 0.00000 0.95646
10475.0 0.00000 0.95647
10480.0 0.00000 0.95639
10485.0 0.00000 0.95621
10490.0 0.00000 0.95584
10495.0 0.00000 0.95547
10500.0 0.00000 0.95538
10505.0 0.00000 0.95549
10510.0 0.00000 0.95541
10515.0 0.00000 0.95523
10520.0 0.00000 0.95495
10525.0 0.00000 0.95468
10530.0 0.00000 0.95450
10535.0 0.00000 0.95432
10540.0 0.00000 0.95404
10545.0 0.00000 0.95376
10550.0 0.00000 0.95339
10555.0 0.00000 0.95302
10560.0 0.00000 0.95265
10565.0 0.00000 0.95218
10570.0 0.00000 0.95171
10575.0 0.00000 0.95115
10580.0 0.00000 0.95068
10585.0 0.00000 0.95012
10590.0 0.00000 0.94975
10595.0 0.00000 0.94928
10600.0 0.00000 0.94910
10605.0 0.00000 0.94892
10610.0 0.00000 0.94855
10615.0 0.00000 0.94827
10620.0 0.00000 0.94790
10625.0 0.00000 0.94753
10630.0 0.00000 0.94726
10635.0 0.00000 0.94688
10640.0 0.00000 0.94641
10645.0 0.00000 0.94614
10650.0 0.00000 0.94577
10655.0 0.00000 0.94568
10660.0 0.00000 0.94579
10665.0 0.00000 0.94590
10670.0 0.00000 0.94601
10675.0 0.00000 0.94583
10680.0 0.00000 0.94622
10685.0 0.00000 0.94748
10690.0 0.00000 0.94826
10695.0 0.00000 0.94876
10700.0 0.00000 0.94944
10705.0 0.00000 0.95060
10710.0 0.00000 0.95176
10715.0 0.00000 0.95196
10720.0 0.00000 0.95179
10725.0 0.00000 0.95209
10730.0 0.00000 0.95344
10735.0 0.00000 0.95450
10740.0 0.00000 0.95394
10745.0 0.00000 0.95214
10750.0 0.00000 0.95291
10755.0 0.00000 0.95541
10760.0 0.00000 0.95619
10765.0 0.00000 0.95592
10770.0 0.00000 0.95430
10775.0 0.00000 0.95201
10780.0 0.00000 0.95346
10785.0 0.00000 0.95615
10790.0 0.00000 0.95703
10795.0 0.00000 0.95646
10800.0 0.00000 0.95379
10805.0 0.00000 0.95112
10810.0 0.00000 0.95247
10815.0 0.00000 0.95277
10820.0 0.00000 0.95441
10825.0 0.00000 0.95634
10830.0 0.00000 0.95309
10835.0 0.00000 0.94994
10840.0 0.00000 0.95263
10845.0 0.00000 0.95456
10850.0 0.00000 0.95429
10855.0 0.00000 0.95017
10860.0 0.00000 0.94213
10865.0 0.00000 0.94031
10870.0 0.00000 0.94848
10875.0 0.00000 0.95492
10880.0 0.00000 0.95704
10885.0 0.00000 0.95504
10890.0 0.00000 0.95044
10895.0 0.00000 0.94863
10900.0 0.00000 0.94720
10905.0 0.00000 0.94434
10910.0 0.00000 0.95058
10915.0 0.00000 0.95405
10920.0 0.00000 0.94504
10925.0 0.00000 0.93670
10930.0 0.00000 0.94055
10935.0 0.00000 0.94862
10940.0 0.00000 0.94825
10945.0 0.00000 0.94155
10950.0 0.00000 0.94204
10955.0 0.00000 0.94109
10960.0 0.00000 0.93688
10965.0 0.00000 0.94332
10970.0 0.00000 0.94841
10975.0 0.00000 0.94180
10980.0 0.00000 0.93711
10985.0 0.00000 0.93588
10990.0 0.00000 0.92860
10995.0 0.00000 0.92189
11000.0 0.00000 0.92449
